case_id	prompt_id	endpoint	concurrency_group	prefix_reuse_group	arrival_delay_ms	cap_tokens	max_new_tokens	input_token_count	submitted_input_token_count	http_status	client_wall_us	generated_token_count	generated_text_nonempty	finish_reason	status	error_type	error
P007_api_continuous16_prefix_first_cap8192_gen64	P007	/v1/completions	api_continuous16_mixed_0001	prefix_group_a	0	8192	64	5972	5972	200	8756731	64	1	length	success
P008_api_continuous16_prefix_second_cap8192_gen64	P008	/v1/completions	api_continuous16_mixed_0001	prefix_group_a	100	8192	64	5975	5975	200	9043174	64	1	length	success
P011_api_continuous16_burst_001_cap4096_gen64	P011	/v1/completions	api_continuous16_mixed_0001	burst_prefix_a	200	4096	64	4096	4096	200	9235343	64	1	length	success
P011_api_continuous16_burst_002_cap4096_gen64	P011	/v1/completions	api_continuous16_mixed_0001	burst_prefix_a	300	4096	64	4096	4096	200	9234482	64	1	length	success
P011_api_continuous16_burst_003_cap4096_gen64	P011	/v1/completions	api_continuous16_mixed_0001	burst_prefix_a	400	4096	64	4096	4096	200	9226881	64	1	length	success
P011_api_continuous16_burst_004_cap4096_gen64	P011	/v1/completions	api_continuous16_mixed_0001	burst_prefix_a	500	4096	64	4096	4096	200	9128143	64	1	length	success
P012_api_continuous16_001_cap8192_gen64	P012	/v1/completions	api_continuous16_mixed_0001	continuous_prefix_a	600	8192	64	8192	8192	400	41423	0	0		failed	api_request_failed_or_empty_generation	{"error":{"message":"This model's maximum context length is 6144 tokens. However, you requested 64 output tokens and your prompt contains at least 6081 input tokens, for a total of at least 6145 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=6081)","type":"BadRequestError","param":"input_tokens","code":400}}
P012_api_continuous16_002_cap8192_gen64	P012	/v1/completions	api_continuous16_mixed_0001	continuous_prefix_a	800	8192	64	8192	8192	400	35577	0	0		failed	api_request_failed_or_empty_generation	{"error":{"message":"This model's maximum context length is 6144 tokens. However, you requested 64 output tokens and your prompt contains at least 6081 input tokens, for a total of at least 6145 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=6081)","type":"BadRequestError","param":"input_tokens","code":400}}
P012_api_continuous16_003_cap8192_gen64	P012	/v1/completions	api_continuous16_mixed_0001	continuous_prefix_a	1000	8192	64	8192	8192	400	41843	0	0		failed	api_request_failed_or_empty_generation	{"error":{"message":"This model's maximum context length is 6144 tokens. However, you requested 64 output tokens and your prompt contains at least 6081 input tokens, for a total of at least 6145 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=6081)","type":"BadRequestError","param":"input_tokens","code":400}}
P012_api_continuous16_004_cap8192_gen64	P012	/v1/completions	api_continuous16_mixed_0001	continuous_prefix_a	1200	8192	64	8192	8192	400	35803	0	0		failed	api_request_failed_or_empty_generation	{"error":{"message":"This model's maximum context length is 6144 tokens. However, you requested 64 output tokens and your prompt contains at least 6081 input tokens, for a total of at least 6145 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=6081)","type":"BadRequestError","param":"input_tokens","code":400}}
P012_api_continuous16_005_cap8192_gen64	P012	/v1/completions	api_continuous16_mixed_0001	continuous_prefix_a	1400	8192	64	8192	8192	400	35555	0	0		failed	api_request_failed_or_empty_generation	{"error":{"message":"This model's maximum context length is 6144 tokens. However, you requested 64 output tokens and your prompt contains at least 6081 input tokens, for a total of at least 6145 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=6081)","type":"BadRequestError","param":"input_tokens","code":400}}
P012_api_continuous16_006_cap8192_gen64	P012	/v1/completions	api_continuous16_mixed_0001	continuous_prefix_a	1600	8192	64	8192	8192	400	34132	0	0		failed	api_request_failed_or_empty_generation	{"error":{"message":"This model's maximum context length is 6144 tokens. However, you requested 64 output tokens and your prompt contains at least 6081 input tokens, for a total of at least 6145 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=6081)","type":"BadRequestError","param":"input_tokens","code":400}}
P003_api_continuous16_system_001_cap8192_gen64	P003	/v1/completions	api_continuous16_mixed_0001	system_long_a	1800	8192	64	8192	8192	400	36418	0	0		failed	api_request_failed_or_empty_generation	{"error":{"message":"This model's maximum context length is 6144 tokens. However, you requested 64 output tokens and your prompt contains at least 6081 input tokens, for a total of at least 6145 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=6081)","type":"BadRequestError","param":"input_tokens","code":400}}
P003_api_continuous16_system_002_cap8192_gen64	P003	/v1/completions	api_continuous16_mixed_0001	system_long_a	2000	8192	64	8192	8192	400	35835	0	0		failed	api_request_failed_or_empty_generation	{"error":{"message":"This model's maximum context length is 6144 tokens. However, you requested 64 output tokens and your prompt contains at least 6081 input tokens, for a total of at least 6145 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=6081)","type":"BadRequestError","param":"input_tokens","code":400}}
P009_api_continuous16_moe_001_cap8192_gen64	P009	/v1/completions	api_continuous16_mixed_0001	none	2200	8192	64	8192	8192	400	38673	0	0		failed	api_request_failed_or_empty_generation	{"error":{"message":"This model's maximum context length is 6144 tokens. However, you requested 64 output tokens and your prompt contains at least 6081 input tokens, for a total of at least 6145 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=6081)","type":"BadRequestError","param":"input_tokens","code":400}}
P009_api_continuous16_moe_002_cap8192_gen64	P009	/v1/completions	api_continuous16_mixed_0001	none	2400	8192	64	8192	8192	400	40740	0	0		failed	api_request_failed_or_empty_generation	{"error":{"message":"This model's maximum context length is 6144 tokens. However, you requested 64 output tokens and your prompt contains at least 6081 input tokens, for a total of at least 6145 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=6081)","type":"BadRequestError","param":"input_tokens","code":400}}
